0.0,0.0,0.0,0.16470589,0.9529412,0.85490197,0.25882354,0.1254902,0.011764706,0.4745098,0.99215686,0.6862745,3 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058824,0.6862745,0.99215686,0.8627451,0.08627451,7 
0.0,0.53333336,0.99215686,0.99215686,0.9843137,0.6117647,0.7607843,0.99215686,0.99215686,0.94509804,0.6117647,0.14509805,3 
0.0,0.0,0.0,0.0,0.0,0.07450981,0.53333336,0.9098039,0.99215686,0.8901961,0.16470589,0.3137255,9 
0.22745098,0.9882353,0.9529412,0.12941177,0.0,0.0,0.0,0.0,0.078431375,0.54901963,0.96862745,0.99607843,6 
0.49803922,0.972549,0.7137255,0.105882354,0.0,0.0,0.0,0.3882353,0.99607843,0.8509804,0.52156866,0.67058825,4 
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7490196,0.2509804,4 
0.0,0.0,0.0,0.0,0.22745098,0.972549,1.0,0.64705884,0.0,0.0,0.0,0.0,1 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101960786,0.8627451,0.54901963,0.0,7 
0.654902,0.99215686,0.99215686,0.32941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 
0.0,0.0,0.23921569,0.9490196,0.57254905,0.2784314,0.2509804,0.8980392,0.99607843,0.2509804,0.0,0.0,9 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46666667,0.99215686,0.8901961,0.69411767,3 
0.0,0.0,0.0,0.4117647,0.96862745,0.8,0.078431375,0.0,0.0,0.0,0.0,0.0,5 
0.0,0.11764706,0.78431374,0.8627451,0.5254902,0.19607843,0.9647059,0.9882353,0.7058824,0.078431375,0.0,0.0,8 
0.83137256,0.9607843,0.43137255,0.08235294,0.08235294,0.36078432,0.6666667,0.9647059,0.99215686,0.99215686,0.99215686,0.19607843,2 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10980392,0.9372549,0.99215686,0.9490196,7 
0.31764707,0.99607843,0.73333335,0.0,0.0,0.0,0.0,0.0,0.0,0.25882354,0.99607843,0.46666667,4 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5647059,0.99215686,0.99215686,0.13333334,7 
0.14901961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882353,0.99215686,0.99215686,0.99215686,7 
0.0,0.0,0.0,0.0,0.0,0.7294118,0.99215686,0.99215686,0.627451,0.0,0.0,0.0,8 
0.6,0.46666667,0.007843138,0.0,0.0,0.0,0.0,0.0,0.0,0.16078432,0.74509805,0.65882355,5 
